,latitude,longitude,monthly_charges,churn,gender_female,gender_male,senior_citizen_no,senior_citizen_yes,partner_no,partner_yes,dependents_no,dependents_yes,phone_service_no,phone_service_yes,multiple_lines_no,multiple_lines_yes,internet_service_dsl,internet_service_fiber_optic,internet_service_no,online_security_no,online_security_yes,online_backup_no,online_backup_yes,device_protection_no,device_protection_yes,tech_support_no,tech_support_yes,streaming_tv_no,streaming_tv_yes,streaming_movies_no,streaming_movies_yes,contract_month-to-month,contract_one_year,contract_two_year,paperless_billing_no,paperless_billing_yes,payment_method_bank_transfer_(automatic),payment_method_credit_card_(automatic),payment_method_electronic_check,payment_method_mailed_check
14,-0.905747678563511,0.640922628573238,-1.184802800990696,0,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
15,-1.467150069320727,1.6159658437778603,0.4956588195102721,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False
16,-1.4582568536065137,1.809375465655776,-0.17053012816107302,0,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
17,0.7097425549448547,-0.7340709814517301,-1.3646738168619592,1,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
18,-1.103498194374243,0.9562524128964706,1.6898025082111578,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False
19,-0.8306870996707899,1.3417896102505702,0.48899693003355854,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
20,1.3515499132946815,-0.9143619352268446,1.7114536490104768,0,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
21,-0.8653782461665414,1.1075417479431005,0.32744611022325754,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
22,-0.8610237548942095,0.7558731373921275,0.159233400936243,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
23,1.1872391411922791,-0.6452297428978524,-0.5236102704268859,1,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
24,0.6720634148581931,-1.2631497556122295,-1.479591410335266,0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
25,0.5822259530020891,-0.5666314679322522,0.6572096393205731,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
26,0.5632454628853629,-0.38222021212605,-0.6601790046995117,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
27,0.5310778634471256,-1.1587080512330457,-0.5152829085809941,1,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False
28,-0.9755712364313122,0.7368565010430758,0.47733862344931016,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
29,1.0778961450210158,-1.3832977998253622,0.7771236499014155,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
30,-1.02524220706397,1.558203481248878,1.0052933644788509,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False
31,-0.8987362440314265,0.764827581931866,-0.6285350296851228,0,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
32,1.3583539330001215,-0.8102942573673159,-1.5095699129804767,1,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
33,1.2903653863045248,-0.9329670961710934,0.3141223312698304,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True
34,-0.9628278321605273,0.6466578559852303,-0.4986281848892105,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
35,-0.911933520746401,0.9450690661920202,-1.3846594852920995,0,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
36,-1.0134020740284373,0.9295148335582738,-0.988277061427649,1,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False
37,-1.1126041119597025,1.1401458569572933,1.4732911002179707,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
38,1.9512801238414992,-0.6449407854506544,0.4357018142198511,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False
39,-0.933778775645262,0.7460541321703733,-1.4962461340270496,0,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
40,-0.42278062793725335,0.41364303289644616,0.2858093009937985,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
41,0.8690570698995401,-1.1857919171759643,-0.03895781099598227,0,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
42,0.4629725950745734,-0.44626659005074404,1.3100748080384914,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False
43,-1.0331967690136823,0.6869149451969814,0.4040578392054621,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
44,-0.6751906443093304,-0.15609875789762204,0.6638715287972866,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False
45,1.7812857787932765,-1.8794178563924622,-0.14055162551586253,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True
46,1.07875020607191,-1.533956976471143,0.8304187657151229,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True
47,0.9903386194750549,-0.9534091018156867,1.3150712251460264,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False
48,1.115495166047189,-0.8390124666315879,-0.34207378218644435,0,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
49,1.5161982428600589,-0.13944648696452178,1.2151428829953246,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False
50,1.3397398757438015,-0.4533370320347495,-1.5095699129804767,1,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
51,0.12835310211807407,0.2887662578513973,0.46901126160341833,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False
52,0.1060531613835456,0.2134616354519508,1.1235419026905147,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
53,-1.4159625302791283,1.2821141182551787,1.1252073750596934,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
54,-0.9531732820238022,0.7728402563596951,1.4999386581248249,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
55,1.4243175416136282,-0.29838186722998133,1.2867581948699944,0,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False
56,0.5659837452928166,-1.0782382566734328,-0.17552654526860806,0,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
57,-1.4046185660445916,1.5514196850524924,0.33410799969997107,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
58,0.6936329300463402,-1.0226534774665381,1.3150712251460264,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
59,1.4491605508011194,-1.2687841946666372,-1.006597257488611,1,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True
60,-0.9173193924116191,0.7215787428948071,-1.4829223550736228,0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
61,-0.9091330138909519,0.7791307444022276,0.7737927051630584,0,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
62,0.7087213419454289,-1.1254955134180307,0.6805262524890702,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
63,-0.9937846983851901,0.7962023503827012,0.8554008512527983,0,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
64,1.1845541359265699,-0.47922946863137267,0.4323708694814941,1,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False
65,0.5636562255812685,-0.4980842888100012,0.7954438459623774,0,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False
66,-0.6796329818611833,0.7137866007906747,-1.479591410335266,1,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
67,0.6402663152377512,-1.128214949745103,-1.3097132286790731,0,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
68,2.115780822853791,-0.514914557530573,0.6572096393205731,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
69,0.8664318489073928,-1.4787614807371168,1.0952288724144825,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False
70,1.4720013968678778,-0.7987160792070185,0.18754643121227496,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True
71,0.4483583904065981,-0.9697566960164616,-1.5145663300880117,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
72,-0.9906507010241529,0.9301583995846718,1.3983448436049444,0,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False
73,0.701756270727537,-1.3357696165782718,-1.1498278812379503,0,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,False,False
74,-1.3979145934908292,1.2957482864437875,-1.4779259379660876,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
75,1.1845541359265699,-0.47922946863137267,0.6572096393205731,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
76,1.2436763088266947,-0.6701924300123722,0.9753148618336407,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False
77,1.2656370653152955,-0.7305068647150115,0.31745327600818746,0,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
78,-0.38040049180904306,1.4008474268068327,-0.850042854785845,0,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False
79,1.8960967991689395,-0.88732938812655,0.7005119209192109,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False
80,-0.8018576588543258,0.43555016838131355,0.16589529041295606,1,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
81,0.41525132381237906,-1.0174286644892827,1.2068155211494327,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False
82,0.5959865033149105,-1.2089792497348992,0.5706050761232984,0,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
83,0.44131523360690816,-1.1168101460531272,0.29413666283969025,0,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False
84,-1.0297784913314207,0.7348786451084931,-0.1855193794836784,0,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False
85,-1.422112989932767,1.1872061603058788,0.6938500314424974,0,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False
86,-1.452361392180928,1.185355907979979,-0.28544772163438015,0,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
87,-0.8735845527783976,0.7186498702100018,-0.66184447706869,1,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
88,1.3207992418094507,-1.2920501236512154,-1.4862532998119795,1,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
89,2.0985584784146862,-1.697522610870506,0.012671832448546881,1,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True
90,0.3857300935446937,-0.992712400285729,0.720497589349351,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False
91,0.11221256834343205,0.8496645637654535,-1.4995770787654064,1,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
92,-0.9080605572284748,0.6548462165409591,-1.4845878274428013,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
93,0.7954292800936253,-0.8263228425463878,0.3141223312698304,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
94,-1.0167345389098712,0.904185517234748,-1.4912497169195147,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
95,-0.9500522989263994,1.517958412666933,0.3024640246855821,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
96,0.21552996045278208,0.04085787443614176,0.6638715287972866,1,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False
97,-0.7983291666269261,0.6474498305565156,-0.25713469135834793,0,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
98,-0.7530956531972597,0.4947577804782001,0.320784220746544,1,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
99,-1.4069635736728983,1.202440921586008,-1.3530155102777106,0,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
100,-0.8381255647283201,0.6263582485706182,1.639838337135807,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
101,1.7132862513127411,-1.9094902358372818,-0.21716335449806712,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False
102,-0.9172657085741341,1.1526075514081473,1.386686537020696,0,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False
103,-1.3136297485527373,1.1759835153886167,-0.6685063665454035,1,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
104,1.5916642974040836,-0.17598596524360244,1.3400533106837018,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
105,0.1060531613835456,0.2134616354519508,-0.666840894176225,0,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,False,True,False
106,-1.4696215593237147,1.2506108215318323,-1.019921036442038,1,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False
107,-0.9904351522827383,1.5800024310655183,0.19753926542734504,1,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
108,-1.0904745767396173,0.9146776777254909,-1.51623180245719,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False
109,-1.0692698676289263,1.1135220112703157,1.7114536490104768,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
110,-0.8695541980096657,0.9017444047208107,1.6481656989816988,0,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
111,2.249844819490988,-1.455441921250336,1.1235419026905147,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
112,0.6286222095481844,-0.6476236975564011,-1.51623180245719,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
113,0.8579270276234651,-1.3590581998267057,1.3533770896371289,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False
114,-0.8862275032017675,0.9890701192556319,-0.3370773650789093,0,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
115,0.5098841351213729,-1.1580802044917748,1.4383161804652254,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
116,0.8300716231007533,-1.313998406676565,-1.479591410335266,1,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
117,-1.195181241491752,1.943489632372855,0.8487389617760848,0,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
118,0.4636615376556264,-0.9007004894552301,0.3590900852376465,1,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
119,-0.9483620714371097,0.6972799644109626,1.6514966437200558,0,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
120,-0.3093304115026784,0.6471765923944449,-0.21216693739053208,1,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True
121,0.29389982256983926,0.1361939517392072,1.1168800132138015,0,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False
122,0.13849162018363828,-0.9354470445659281,0.48233504055684495,1,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False
123,1.5807152347316495,-0.6104462012339078,1.4732911002179707,0,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
124,1.2872769388662022,-0.9876013209596862,1.1551858777049036,0,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False
125,-1.25433757683391,1.668060479354516,-0.3204226413871257,0,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
126,1.9842895834584713,-1.8052209812625906,0.9969660026329591,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True
127,-0.8511097328763079,0.45190423522890905,-0.6535171152227982,0,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False
